Tree ID,Species Name,DBH,Structural Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits",xCoordinate,yCoordinate,Comments
,,(in),($),(lb),($),(lb/yr),($/yr),(ft³/yr),($/yr),(lb/yr),($/yr),(oz/yr),($/yr),($/yr),($/yr),,,
5973,Norway maple,17.30,3193.70,1051.70,68.22,21.30,1.38,41.40,2.77,N/A,N/A,19.00,2.11,N/A,6.25,42.77,-86.10,
5974,Norway maple,10.30,1213.50,327.00,21.21,11.00,0.72,25.00,1.67,N/A,N/A,11.50,1.27,N/A,3.66,42.77,-86.10,
5975,Norway maple,11.60,1505.30,427.40,27.72,12.80,0.83,29.10,1.95,N/A,N/A,13.40,1.48,N/A,4.26,42.77,-86.10,
5976,Norway maple,7.30,672.33,150.90,9.79,7.20,0.46,14.90,0.99,N/A,N/A,6.80,0.76,N/A,2.22,42.77,-86.10,
5977,Norway maple,11.70,1529.18,435.60,28.26,13.00,0.84,29.50,1.97,N/A,N/A,13.60,1.50,N/A,4.31,42.77,-86.10,
5978,Norway maple,6.70,460.52,124.50,8.07,6.40,0.42,13.20,0.88,N/A,N/A,6.10,0.67,N/A,1.98,42.77,-86.10,
5979,Norway maple,13.80,2078.04,631.80,40.98,16.00,1.04,35.20,2.36,N/A,N/A,16.20,1.79,N/A,5.18,42.77,-86.10,
5980,Norway maple,10.90,1343.87,371.40,24.09,11.90,0.77,26.90,1.80,N/A,N/A,12.40,1.37,N/A,3.93,42.77,-86.10,
5981,Norway maple,15.70,2652.53,845.40,54.84,18.80,1.22,39.30,2.63,N/A,N/A,18.10,2.00,N/A,5.84,42.78,-86.12,
5982,Dawn redwood,15.10,2692.46,408.10,26.47,9.30,0.60,30.80,2.06,N/A,N/A,14.20,1.57,N/A,4.23,42.79,-86.11,
5983,Dawn redwood,22.30,5797.43,996.40,64.63,15.50,1.01,38.10,2.55,N/A,N/A,17.50,1.94,N/A,5.49,42.79,-86.11,
5984,Dawn redwood,38.10,15728.85,3166.30,205.38,29.60,1.92,54.50,3.65,N/A,N/A,25.10,2.77,N/A,8.34,42.79,-86.11,
5985,Dawn redwood,36.30,14556.15,2854.60,185.16,28.00,1.81,53.90,3.60,N/A,N/A,24.80,2.74,N/A,8.16,42.79,-86.11,
5986,Dawn redwood,15.90,2978.42,460.50,29.87,10.00,0.65,33.80,2.26,N/A,N/A,15.50,1.72,N/A,4.62,42.79,-86.12,
5987,Dawn redwood,31.20,11060.46,2065.20,133.96,23.30,1.51,50.30,3.37,N/A,N/A,23.20,2.56,N/A,7.44,42.78,-86.09,
5988,Dawn redwood,24.10,6760.47,1183.90,76.79,17.10,1.11,40.90,2.74,N/A,N/A,18.80,2.08,N/A,5.93,42.78,-86.09,
5989,Dawn redwood,25.10,7327.78,1294.90,83.99,18.00,1.17,42.50,2.84,N/A,N/A,19.60,2.16,N/A,6.18,42.78,-86.11,
5990,Douglas fir,15.10,2692.46,365.40,23.70,7.30,0.47,31.10,2.08,N/A,N/A,14.30,1.58,N/A,4.13,42.79,-86.11,
5991,Eastern cottonwood,38.40,5725.97,5964.00,386.85,60.40,3.92,122.90,8.22,N/A,N/A,56.50,6.25,N/A,18.38,42.79,-86.09,
5992,Eastern cottonwood,43.00,6672.14,7894.00,512.04,71.30,4.63,143.90,9.62,N/A,N/A,66.20,7.32,N/A,21.57,42.79,-86.09,
5993,Eastern cottonwood,40.00,6062.94,6598.90,428.03,64.10,4.16,132.60,8.87,N/A,N/A,61.00,6.75,N/A,19.77,42.79,-86.09,
5994,Eastern hemlock,40.30,17118.86,4462.00,289.42,39.80,2.58,59.50,3.98,N/A,N/A,27.40,3.03,N/A,9.59,42.78,-86.06,
5995,Eastern redbud,5.60,256.56,68.80,4.46,4.60,0.30,6.80,0.45,N/A,N/A,3.10,0.34,N/A,1.10,42.77,-86.12,
5996,English walnut,5.90,223.20,78.30,5.08,5.00,0.32,10.70,0.71,N/A,N/A,4.90,0.54,N/A,1.58,42.77,-86.12,
5997,English walnut,14.20,1606.16,657.70,42.66,17.40,1.13,44.20,2.95,N/A,N/A,20.30,2.25,N/A,6.33,42.77,-86.12,
5998,European alder,6.70,367.24,107.60,6.98,6.00,0.39,10.00,0.67,N/A,N/A,4.60,0.51,N/A,1.57,42.79,-86.05,
5999,European beech,42.00,18160.35,9454.30,613.24,80.40,5.21,90.80,6.07,N/A,N/A,41.80,4.62,N/A,15.91,42.79,-86.11,
6000,European beech,7.60,729.37,192.50,12.48,9.10,0.59,29.80,1.99,N/A,N/A,13.70,1.52,N/A,4.10,42.79,-86.11,
6001,European beech,33.80,12874.55,5764.20,373.89,60.90,3.95,90.50,6.05,N/A,N/A,41.60,4.60,N/A,14.61,42.79,-86.12,
6002,European beech,5.60,361.93,96.00,6.23,6.20,0.40,18.40,1.23,N/A,N/A,8.40,0.93,N/A,2.56,42.79,-86.06,
6003,European beech,8.00,801.32,216.30,14.03,9.80,0.63,32.10,2.15,N/A,N/A,14.80,1.63,N/A,4.41,42.77,-86.10,
6004,European beech,2.10,73.41,10.30,0.67,1.80,0.12,4.60,0.30,N/A,N/A,2.10,0.23,N/A,0.66,42.77,-86.11,
6005,European beech,2.80,90.48,19.80,1.28,2.60,0.17,6.30,0.42,N/A,N/A,2.90,0.32,N/A,0.91,42.77,-86.10,
6006,European hornbeam,7.50,687.62,136.40,8.85,6.90,0.45,14.00,0.93,N/A,N/A,6.40,0.71,N/A,2.09,42.79,-86.06,
6007,European hornbeam,11.80,1365.93,405.20,26.28,13.00,0.85,21.40,1.43,N/A,N/A,9.90,1.09,N/A,3.37,42.79,-86.06,
6008,European hornbeam,20.40,3629.33,1508.60,97.85,28.20,1.83,26.30,1.76,N/A,N/A,12.10,1.34,N/A,4.92,42.77,-86.12,
6009,European hornbeam,6.90,389.50,111.70,7.25,6.10,0.40,12.80,0.86,N/A,N/A,5.90,0.65,N/A,1.91,42.77,-86.10,
6010,European hornbeam,2.60,55.30,10.90,0.71,1.60,0.10,4.60,0.31,N/A,N/A,2.10,0.23,N/A,0.64,42.78,-86.10,
6011,European hornbeam,7.80,725.13,149.90,9.72,7.30,0.47,14.50,0.97,N/A,N/A,6.70,0.74,N/A,2.18,42.77,-86.11,
6012,European hornbeam,8.40,804.58,179.10,11.61,8.10,0.52,15.60,1.04,N/A,N/A,7.20,0.79,N/A,2.36,42.77,-86.10,
6013,European hornbeam,2.40,52.03,9.00,0.59,1.40,0.09,4.40,0.29,N/A,N/A,2.00,0.22,N/A,0.61,42.77,-86.10,
6014,European hornbeam,10.70,1163.64,320.20,20.77,11.40,0.74,19.70,1.31,N/A,N/A,9.00,1.00,N/A,3.05,42.77,-86.11,
6015,European hornbeam,10.50,1128.98,306.00,19.85,11.10,0.72,19.30,1.29,N/A,N/A,8.90,0.98,N/A,2.99,42.77,-86.10,
6016,European hornbeam,1.40,52.03,2.50,0.16,0.70,0.05,2.50,0.17,N/A,N/A,1.20,0.13,N/A,0.34,42.77,-86.10,
6017,European hornbeam,9.90,1028.94,265.70,17.23,10.20,0.66,18.40,1.23,N/A,N/A,8.50,0.94,N/A,2.83,42.77,-86.10,
6018,European hornbeam,1.60,52.03,3.50,0.22,0.80,0.05,2.80,0.19,N/A,N/A,1.30,0.14,N/A,0.39,42.78,-86.11,
6019,European hornbeam,7.30,663.42,127.90,8.29,6.60,0.43,13.60,0.91,N/A,N/A,6.20,0.69,N/A,2.03,42.77,-86.10,
6020,European hornbeam,10.70,1163.64,320.20,20.77,11.40,0.74,19.70,1.31,N/A,N/A,9.00,1.00,N/A,3.05,42.77,-86.10,
6021,American basswood,20.80,3577.44,1021.60,66.26,18.20,1.18,40.00,2.67,N/A,N/A,18.40,2.03,N/A,5.89,42.79,-86.09,
6022,American basswood,20.40,3450.75,975.80,63.30,17.70,1.15,39.00,2.61,N/A,N/A,18.00,1.99,N/A,5.75,42.79,-86.09,
6023,American basswood,20.30,3419.47,964.60,62.57,17.60,1.14,38.80,2.59,N/A,N/A,17.80,1.97,N/A,5.71,42.79,-86.09,
6024,American basswood,21.00,3641.70,1044.90,67.77,18.40,1.20,40.40,2.70,N/A,N/A,18.60,2.06,N/A,5.96,42.79,-86.09,
6025,American basswood,42.20,12396.79,5417.20,351.38,47.50,3.08,72.50,4.85,N/A,N/A,33.30,3.69,N/A,11.61,42.79,-86.09,
6026,American basswood,18.20,2797.97,745.60,48.36,15.20,0.99,40.70,2.72,N/A,N/A,18.70,2.07,N/A,5.78,42.79,-86.09,
6027,American basswood,20.10,3357.36,942.30,61.12,17.40,1.13,38.60,2.58,N/A,N/A,17.70,1.96,N/A,5.67,42.79,-86.09,
6028,American basswood,21.20,3706.58,1068.50,69.31,18.70,1.21,40.90,2.73,N/A,N/A,18.80,2.08,N/A,6.03,42.79,-86.09,
6029,American basswood,11.10,1198.82,232.30,15.07,7.80,0.51,21.60,1.45,N/A,N/A,10.00,1.10,N/A,3.05,42.79,-86.09,
6030,Hedge maple,2.10,53.02,9.50,0.62,1.60,0.10,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.42,42.79,-86.05,
6031,Hedge maple,3.30,90.77,26.20,1.70,2.70,0.18,4.50,0.30,N/A,N/A,2.00,0.23,N/A,0.70,42.79,-86.05,
6032,Hedge maple,3.20,85.35,24.40,1.58,2.60,0.17,4.30,0.29,N/A,N/A,2.00,0.22,N/A,0.67,42.79,-86.05,
6033,Hedge maple,2.10,53.02,9.50,0.62,1.60,0.10,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.42,42.79,-86.05,
6034,Hedge maple,3.00,75.02,21.10,1.37,2.40,0.16,3.90,0.26,N/A,N/A,1.80,0.20,N/A,0.62,42.79,-86.05,
6035,Hedge maple,3.80,120.36,36.00,2.34,3.30,0.21,5.40,0.36,N/A,N/A,2.50,0.27,N/A,0.85,42.79,-86.06,
6036,Hedge maple,1.90,53.02,7.60,0.49,1.40,0.09,2.50,0.16,N/A,N/A,1.10,0.12,N/A,0.38,42.79,-86.06,
6037,Hedge maple,1.40,53.02,3.80,0.25,1.00,0.06,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.29,42.79,-86.06,
6038,Hedge maple,1.70,53.02,5.90,0.38,1.20,0.08,2.20,0.15,N/A,N/A,1.00,0.11,N/A,0.34,42.79,-86.06,
6039,Hedge maple,3.60,108.03,31.90,2.07,3.00,0.20,5.00,0.33,N/A,N/A,2.30,0.25,N/A,0.79,42.79,-86.06,
6040,Hedge maple,3.10,80.10,22.80,1.48,2.50,0.16,4.10,0.27,N/A,N/A,1.90,0.21,N/A,0.65,42.79,-86.06,
6041,Hedge maple,2.50,53.02,14.00,0.91,1.90,0.13,3.20,0.22,N/A,N/A,1.50,0.16,N/A,0.51,42.78,-86.06,
6042,Hedge maple,2.20,53.02,10.50,0.68,1.70,0.11,2.80,0.19,N/A,N/A,1.30,0.14,N/A,0.44,42.78,-86.07,
6043,Hedge maple,20.30,3652.06,1584.80,102.80,27.10,1.75,44.20,2.95,N/A,N/A,20.30,2.25,N/A,6.96,42.78,-86.07,
6044,Hedge maple,2.40,53.02,12.80,0.83,1.80,0.12,3.10,0.21,N/A,N/A,1.40,0.16,N/A,0.48,42.78,-86.07,
6045,Hedge maple,3.50,102.11,29.90,1.94,2.90,0.19,4.80,0.32,N/A,N/A,2.20,0.24,N/A,0.76,42.78,-86.07,
6046,Hedge maple,10.00,1050.57,318.40,20.65,11.00,0.71,23.30,1.56,N/A,N/A,10.70,1.18,N/A,3.45,42.78,-86.07,
6047,Hedge maple,2.50,53.02,14.00,0.91,1.90,0.13,3.20,0.22,N/A,N/A,1.50,0.16,N/A,0.51,42.78,-86.07,
6048,Hedge maple,2.00,53.02,8.50,0.55,1.50,0.10,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.40,42.78,-86.07,
6049,Hedge maple,2.60,56.35,15.30,0.99,2.00,0.13,3.40,0.23,N/A,N/A,1.60,0.17,N/A,0.53,42.78,-86.06,
6050,Hedge maple,3.00,75.02,21.10,1.37,2.40,0.16,3.90,0.26,N/A,N/A,1.80,0.20,N/A,0.62,42.78,-86.06,
6051,Hedge maple,2.10,53.02,9.50,0.62,1.60,0.10,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.42,42.78,-86.06,
6052,Hedge maple,2.80,65.35,18.10,1.17,2.20,0.14,3.60,0.24,N/A,N/A,1.70,0.18,N/A,0.57,42.78,-86.06,
6053,Hedge maple,4.50,168.79,52.70,3.42,4.00,0.26,6.80,0.46,N/A,N/A,3.10,0.35,N/A,1.06,42.79,-86.07,
6054,Hedge maple,4.60,179.46,56.50,3.66,4.20,0.27,7.10,0.47,N/A,N/A,3.30,0.36,N/A,1.11,42.79,-86.07,
6055,Hedge maple,2.30,53.02,11.60,0.75,1.70,0.11,3.00,0.20,N/A,N/A,1.40,0.15,N/A,0.46,42.79,-86.06,
6056,Hedge maple,2.40,53.02,12.80,0.83,1.80,0.12,3.10,0.21,N/A,N/A,1.40,0.16,N/A,0.48,42.78,-86.06,
6057,Hedge maple,3.50,102.11,29.90,1.94,2.90,0.19,4.80,0.32,N/A,N/A,2.20,0.24,N/A,0.76,42.78,-86.06,
6058,Hedge maple,4.40,161.37,50.10,3.25,3.90,0.25,6.60,0.44,N/A,N/A,3.00,0.34,N/A,1.03,42.78,-86.12,
6059,Hedge maple,1.40,53.02,3.80,0.25,1.00,0.06,1.90,0.12,N/A,N/A,0.90,0.09,N/A,0.28,42.78,-86.12,
6060,Hedge maple,1.40,53.02,3.80,0.25,1.00,0.06,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.28,42.78,-86.12,
6061,Hedge maple,2.00,53.02,8.50,0.55,1.50,0.10,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.40,42.78,-86.12,
6062,Hedge maple,1.80,53.02,6.70,0.43,1.30,0.08,2.30,0.15,N/A,N/A,1.10,0.12,N/A,0.35,42.77,-86.13,
6063,Hedge maple,3.70,114.11,33.80,2.20,3.10,0.20,5.10,0.34,N/A,N/A,2.30,0.26,N/A,0.80,42.77,-86.12,
6064,Hedge maple,1.60,53.02,5.10,0.33,1.10,0.07,2.10,0.14,N/A,N/A,0.90,0.10,N/A,0.32,42.77,-86.12,
6065,Hedge maple,1.60,53.02,5.10,0.33,1.10,0.07,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.32,42.77,-86.12,
6066,Hedge maple,1.90,53.02,7.60,0.49,1.40,0.09,2.50,0.16,N/A,N/A,1.10,0.12,N/A,0.38,42.77,-86.12,
6067,Hedge maple,2.70,60.76,16.70,1.08,2.10,0.14,3.50,0.23,N/A,N/A,1.60,0.18,N/A,0.55,42.78,-86.11,
6068,Hedge maple,1.50,53.02,4.50,0.29,1.00,0.07,2.00,0.13,N/A,N/A,0.90,0.10,N/A,0.30,42.78,-86.11,
6069,Hedge maple,2.40,53.02,12.80,0.83,1.80,0.12,3.10,0.21,N/A,N/A,1.40,0.16,N/A,0.49,42.77,-86.12,
6070,Hedge maple,3.80,120.36,36.00,2.34,3.30,0.21,5.40,0.36,N/A,N/A,2.50,0.27,N/A,0.85,42.77,-86.12,
6071,Hedge maple,2.00,53.02,8.50,0.55,1.50,0.10,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.40,42.77,-86.11,
6072,Hedge maple,3.80,120.36,36.00,2.33,3.30,0.21,5.30,0.35,N/A,N/A,2.40,0.27,N/A,0.84,42.77,-86.11,
6073,Hedge maple,1.70,53.02,5.90,0.38,1.20,0.08,2.20,0.15,N/A,N/A,1.00,0.11,N/A,0.34,42.77,-86.11,
6074,Hedge maple,3.30,90.77,26.20,1.70,2.70,0.18,4.40,0.30,N/A,N/A,2.00,0.23,N/A,0.70,42.77,-86.11,
6075,Hedge maple,1.00,53.02,1.80,0.12,0.60,0.04,1.50,0.10,N/A,N/A,0.70,0.08,N/A,0.22,42.77,-86.11,
6076,Hedge maple,6.20,320.41,108.60,7.04,6.00,0.39,11.20,0.75,N/A,N/A,5.10,0.57,N/A,1.70,42.77,-86.11,
6077,Hedge maple,1.60,53.02,5.20,0.33,1.10,0.07,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.32,42.78,-86.11,
6078,Hedge maple,1.60,53.02,5.10,0.33,1.10,0.07,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.32,42.78,-86.12,
6079,Hedge maple,1.50,53.02,4.50,0.29,1.00,0.07,2.00,0.14,N/A,N/A,0.90,0.10,N/A,0.31,42.77,-86.12,
6080,Hedge maple,6.80,385.43,133.70,8.67,6.70,0.44,12.80,0.86,N/A,N/A,5.90,0.65,N/A,1.95,42.77,-86.11,
6081,Hedge maple,3.10,80.10,22.80,1.48,2.50,0.16,4.10,0.27,N/A,N/A,1.90,0.21,N/A,0.65,42.77,-86.11,
6082,Hedge maple,4.70,184.13,58.00,3.76,4.20,0.27,7.20,0.48,N/A,N/A,3.30,0.36,N/A,1.12,42.77,-86.11,
6083,Hedge maple,6.70,374.17,129.30,8.39,6.60,0.43,12.50,0.83,N/A,N/A,5.70,0.64,N/A,1.90,42.77,-86.10,
6084,Hedge maple,3.50,102.11,29.90,1.94,2.90,0.19,4.80,0.32,N/A,N/A,2.20,0.24,N/A,0.76,42.77,-86.11,
6085,Hedge maple,3.20,85.35,24.40,1.58,2.60,0.17,4.30,0.29,N/A,N/A,2.00,0.22,N/A,0.67,42.77,-86.10,
6086,Hedge maple,1.80,53.02,6.70,0.43,1.30,0.08,2.30,0.15,N/A,N/A,1.10,0.12,N/A,0.35,42.77,-86.11,
6087,Hedge maple,1.30,53.02,3.20,0.21,0.90,0.06,1.80,0.12,N/A,N/A,0.80,0.09,N/A,0.27,42.77,-86.10,
6088,Hedge maple,7.50,688.73,166.70,10.81,7.60,0.49,14.90,1.00,N/A,N/A,6.90,0.76,N/A,2.25,42.77,-86.10,
6089,Hedge maple,2.90,70.10,19.60,1.27,2.30,0.15,3.80,0.25,N/A,N/A,1.70,0.19,N/A,0.59,42.77,-86.11,
6090,Hedge maple,1.40,53.02,3.80,0.25,1.00,0.06,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.29,42.77,-86.11,
6091,Hedge maple,5.20,225.39,72.90,4.73,4.80,0.31,8.40,0.56,N/A,N/A,3.80,0.43,N/A,1.30,42.78,-86.10,
6092,Hedge maple,2.70,60.76,16.70,1.08,2.10,0.14,3.50,0.24,N/A,N/A,1.60,0.18,N/A,0.55,42.78,-86.10,
6093,Hedge maple,2.00,53.02,8.50,0.55,1.50,0.10,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.40,42.77,-86.10,
6094,Hedge maple,1.90,53.02,7.60,0.49,1.40,0.09,2.40,0.16,N/A,N/A,1.10,0.12,N/A,0.37,42.77,-86.10,
6095,Hedge maple,2.20,53.02,10.50,0.68,1.70,0.11,2.80,0.19,N/A,N/A,1.30,0.14,N/A,0.43,42.77,-86.10,
6096,Japanese flowering cherry,12.50,1177.99,545.80,35.40,16.80,1.09,20.00,1.34,N/A,N/A,9.20,1.02,N/A,3.44,42.79,-86.11,
6097,Japanese flower crabapple,9.20,919.66,216.00,14.01,9.00,0.58,10.50,0.70,N/A,N/A,4.80,0.54,N/A,1.82,42.79,-86.11,
6098,Flowering dogwood,5.80,277.66,76.10,4.94,5.00,0.32,7.60,0.51,N/A,N/A,3.50,0.39,N/A,1.22,42.79,-86.11,
6099,Flowering dogwood,9.80,1012.84,262.90,17.06,10.10,0.66,14.00,0.93,N/A,N/A,6.40,0.71,N/A,2.30,42.78,-86.11,
6100,Flowering dogwood,4.40,157.73,38.80,2.52,3.40,0.22,5.40,0.36,N/A,N/A,2.50,0.27,N/A,0.85,42.77,-86.11,
6101,Flowering dogwood,0.90,52.03,0.90,0.06,0.40,0.03,1.20,0.08,N/A,N/A,0.50,0.06,N/A,0.17,42.78,-86.11,
6102,Flowering dogwood,2.60,55.30,11.10,0.72,1.70,0.11,3.00,0.20,N/A,N/A,1.40,0.15,N/A,0.46,42.77,-86.10,
6103,Flowering dogwood,8.50,818.39,187.30,12.15,8.30,0.54,11.90,0.80,N/A,N/A,5.50,0.61,N/A,1.94,42.78,-86.11,
6104,Flowering dogwood,7.30,663.42,130.30,8.45,6.80,0.44,9.90,0.66,N/A,N/A,4.60,0.51,N/A,1.61,42.78,-86.11,
6105,Freeman maple,9.20,925.16,264.60,17.16,9.90,0.64,20.60,1.38,N/A,N/A,9.50,1.05,N/A,3.06,42.79,-86.06,
6106,Freeman maple,2.00,53.02,8.50,0.55,1.50,0.10,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.40,42.79,-86.06,
6107,Freeman maple,1.50,53.02,4.40,0.29,1.00,0.07,2.00,0.13,N/A,N/A,0.90,0.10,N/A,0.30,42.79,-86.06,
6108,Freeman maple,2.90,70.10,19.60,1.27,2.30,0.15,3.80,0.25,N/A,N/A,1.70,0.19,N/A,0.60,42.79,-86.06,
6109,Freeman maple,8.90,879.94,245.50,15.92,9.50,0.61,19.70,1.32,N/A,N/A,9.10,1.00,N/A,2.93,42.79,-86.06,
6110,Freeman maple,6.70,374.17,129.30,8.39,6.60,0.43,12.60,0.84,N/A,N/A,5.80,0.64,N/A,1.91,42.79,-86.06,
6111,Freeman maple,6.20,320.41,108.50,7.04,6.00,0.39,11.10,0.74,N/A,N/A,5.10,0.57,N/A,1.70,42.79,-86.06,
6112,Freeman maple,6.70,374.17,129.30,8.39,6.60,0.43,12.60,0.84,N/A,N/A,5.80,0.64,N/A,1.91,42.79,-86.07,
6113,Freeman maple,11.40,1302.57,429.50,27.86,13.00,0.84,27.80,1.86,N/A,N/A,12.80,1.42,N/A,4.12,42.79,-86.07,
6114,Freeman maple,13.40,1715.62,619.10,40.16,15.90,1.03,33.30,2.23,N/A,N/A,15.30,1.70,N/A,4.96,42.79,-86.07,
6115,Freeman maple,1.60,53.02,5.10,0.33,1.10,0.07,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.32,42.79,-86.07,
6116,Freeman maple,9.30,940.56,271.10,17.58,10.00,0.65,20.90,1.40,N/A,N/A,9.60,1.06,N/A,3.11,42.78,-86.07,
6117,Freeman maple,9.80,1020.09,305.20,19.79,10.70,0.69,22.70,1.52,N/A,N/A,10.40,1.15,N/A,3.36,42.78,-86.07,
6118,Freeman maple,6.50,352.17,120.70,7.83,6.40,0.41,11.90,0.80,N/A,N/A,5.50,0.61,N/A,1.82,42.78,-86.07,
6119,Freeman maple,7.50,688.73,166.80,10.82,7.60,0.50,15.00,1.00,N/A,N/A,6.90,0.76,N/A,2.26,42.78,-86.07,
6120,Freeman maple,5.40,243.06,79.50,5.16,5.10,0.33,8.90,0.60,N/A,N/A,4.10,0.45,N/A,1.38,42.78,-86.07,
6121,Freeman maple,8.10,766.68,198.50,12.87,8.40,0.55,16.90,1.13,N/A,N/A,7.80,0.86,N/A,2.54,42.78,-86.06,
6122,Freeman maple,5.00,208.38,66.80,4.33,4.60,0.30,7.90,0.53,N/A,N/A,3.60,0.40,N/A,1.23,42.78,-86.06,
6123,Freeman maple,5.40,243.06,79.50,5.16,5.10,0.33,8.90,0.60,N/A,N/A,4.10,0.45,N/A,1.38,42.78,-86.06,
6124,Freeman maple,1.40,53.02,3.80,0.25,1.00,0.06,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.29,42.79,-86.07,
6125,Freeman maple,9.40,956.14,277.70,18.02,10.20,0.66,21.40,1.43,N/A,N/A,9.80,1.09,N/A,3.17,42.79,-86.06,
6126,Freeman maple,13.10,1649.42,588.10,38.14,15.50,1.00,32.50,2.18,N/A,N/A,15.00,1.66,N/A,4.83,42.79,-86.06,
6127,Freeman maple,1.90,53.02,7.60,0.49,1.40,0.09,2.50,0.16,N/A,N/A,1.10,0.12,N/A,0.38,42.78,-86.06,
6128,Freeman maple,15.70,2272.99,885.80,57.46,19.50,1.26,32.90,2.20,N/A,N/A,15.10,1.67,N/A,5.14,42.78,-86.07,
6129,Freeman maple,3.50,102.11,29.90,1.94,2.90,0.19,4.80,0.32,N/A,N/A,2.20,0.24,N/A,0.76,42.80,-86.05,
6130,Freeman maple,4.10,140.12,42.70,2.77,3.60,0.23,5.90,0.40,N/A,N/A,2.70,0.30,N/A,0.93,42.80,-86.05,
6131,Freeman maple,3.60,108.03,31.90,2.07,3.00,0.20,5.00,0.33,N/A,N/A,2.30,0.25,N/A,0.79,42.80,-86.05,
6132,Freeman maple,3.90,126.78,38.20,2.48,3.40,0.22,5.60,0.37,N/A,N/A,2.60,0.28,N/A,0.88,42.80,-86.05,
6133,Freeman maple,3.00,75.02,21.10,1.37,2.40,0.16,3.90,0.26,N/A,N/A,1.80,0.20,N/A,0.62,42.80,-86.05,
6134,Freeman maple,8.40,807.90,215.60,13.98,8.80,0.57,18.10,1.21,N/A,N/A,8.30,0.92,N/A,2.70,42.78,-86.12,
6135,Freeman maple,1.70,53.02,5.90,0.38,1.20,0.08,2.20,0.15,N/A,N/A,1.00,0.11,N/A,0.34,42.78,-86.12,
6136,Freeman maple,6.10,310.16,104.50,6.78,5.90,0.38,10.70,0.71,N/A,N/A,4.90,0.54,N/A,1.64,42.77,-86.12,
6137,Freeman maple,12.20,1451.80,496.90,32.23,14.10,0.91,30.00,2.01,N/A,N/A,13.80,1.53,N/A,4.45,42.77,-86.12,
6138,Freeman maple,19.80,3485.09,1497.70,97.15,26.20,1.70,43.00,2.88,N/A,N/A,19.80,2.19,N/A,6.77,42.77,-86.13,
6139,Freeman maple,22.70,4511.48,2041.30,132.40,31.20,2.02,50.70,3.39,N/A,N/A,23.30,2.58,N/A,8.00,42.77,-86.13,
6140,Freeman maple,8.60,836.22,227.20,14.73,9.10,0.59,18.50,1.24,N/A,N/A,8.50,0.94,N/A,2.77,42.77,-86.11,
6141,Freeman maple,5.40,243.06,79.50,5.16,5.10,0.33,8.90,0.60,N/A,N/A,4.10,0.45,N/A,1.38,42.77,-86.11,
6142,Freeman maple,1.60,53.02,5.10,0.33,1.10,0.07,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.32,42.77,-86.11,
6143,Freeman maple,1.90,53.02,7.60,0.49,1.40,0.09,2.40,0.16,N/A,N/A,1.10,0.12,N/A,0.37,42.77,-86.11,
6144,Freeman maple,1.70,53.02,5.90,0.38,1.20,0.08,2.20,0.15,N/A,N/A,1.00,0.11,N/A,0.34,42.77,-86.12,
6145,Freeman maple,1.40,53.02,3.80,0.25,1.00,0.06,1.90,0.13,N/A,N/A,0.90,0.10,N/A,0.29,42.77,-86.12,
6146,Freeman maple,1.70,53.02,5.90,0.38,1.20,0.08,2.20,0.14,N/A,N/A,1.00,0.11,N/A,0.33,42.77,-86.12,
6147,Freeman maple,1.80,53.02,6.70,0.44,1.30,0.08,2.30,0.16,N/A,N/A,1.10,0.12,N/A,0.36,42.77,-86.12,
6148,Freeman maple,1.90,53.02,7.50,0.49,1.40,0.09,2.40,0.16,N/A,N/A,1.10,0.12,N/A,0.37,42.77,-86.12,
6149,Freeman maple,2.00,53.02,8.50,0.55,1.50,0.10,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.40,42.77,-86.12,
6150,Freeman maple,2.30,53.02,11.60,0.75,1.70,0.11,2.90,0.19,N/A,N/A,1.30,0.15,N/A,0.45,42.77,-86.10,
6151,Freeman maple,2.20,53.02,10.50,0.68,1.70,0.11,2.80,0.18,N/A,N/A,1.30,0.14,N/A,0.43,42.78,-86.10,
6152,Freeman maple,31.50,8316.28,4290.00,278.26,47.50,3.08,67.10,4.48,N/A,N/A,30.80,3.41,N/A,10.98,42.78,-86.10,
